,Data,Category,State,Year,St_Abbr,Location,Group,Population,Geometry,Total
2631,18.0,Binge Drinking,Texas,2022,TX,Oldham,Health Risk Behaviors,1752,POINT (-102.602717239407 35.4042067175398),311
2632,20.0,Binge Drinking,Texas,2022,TX,Guadalupe,Health Risk Behaviors,182760,POINT (-97.9484215205063 29.5831773048302),37465
2633,16.0,Binge Drinking,Texas,2022,TX,Gillespie,Health Risk Behaviors,27477,POINT (-98.946450602628 30.3181707100449),4286
2634,19.0,Binge Drinking,Texas,2022,TX,Taylor,Health Risk Behaviors,145163,POINT (-99.8901007880615 32.3015982054604),27290
2635,18.0,Binge Drinking,Texas,2022,TX,Sherman,Health Risk Behaviors,2799,POINT (-101.893369592743 36.2776904300131),515
2636,17.0,Binge Drinking,Texas,2022,TX,Parmer,Health Risk Behaviors,9620,POINT (-102.784414317939 34.5299392685081),1645
2637,18.0,Binge Drinking,Texas,2022,TX,Ellis,Health Risk Behaviors,212182,POINT (-96.7947622892569 32.348352446173),38404
2638,16.0,Binge Drinking,Utah,2022,UT,Tooele,Health Risk Behaviors,79934,POINT (-113.131050910003 40.4486328626382),12469
2639,15.0,Binge Drinking,Texas,2022,TX,Dickens,Health Risk Behaviors,1726,POINT (-100.77888550046 33.6161682203938),257
2640,11.0,Binge Drinking,Utah,2022,UT,Millard,Health Risk Behaviors,13330,POINT (-113.10069743575 39.073283581998),1506
2641,12.0,Binge Drinking,Utah,2022,UT,Sevier,Health Risk Behaviors,22069,POINT (-111.804891080022 38.7476963024035),2758
2642,20.0,Binge Drinking,Texas,2022,TX,Parker,Health Risk Behaviors,165834,POINT (-97.8050287184467 32.7776961767337),33664
2643,17.0,Binge Drinking,Texas,2022,TX,Grayson,Health Risk Behaviors,143131,POINT (-96.677595609233 33.6267279244552),24904
2644,18.0,Binge Drinking,Texas,2022,TX,Medina,Health Risk Behaviors,53723,POINT (-99.1102281200746 29.3554244765575),9455
2645,16.0,Binge Drinking,Texas,2022,TX,McCulloch,Health Risk Behaviors,7497,POINT (-99.347172859715 31.1988395534553),1184
2646,13.0,Binge Drinking,Texas,2022,TX,Presidio,Health Risk Behaviors,5939,POINT (-104.240890371307 29.9999117910567),772
2647,17.0,Binge Drinking,Texas,2022,TX,Gonzales,Health Risk Behaviors,19832,POINT (-97.4924120761723 29.4565232169214),3311
2648,17.0,Binge Drinking,Texas,2022,TX,Nacogdoches,Health Risk Behaviors,64862,POINT (-94.6159839469319 31.6159103214024),11156
2649,15.0,Binge Drinking,Texas,2022,TX,Zavala,Health Risk Behaviors,9377,POINT (-99.7607080145208 28.8660567049195),1425
2650,18.0,Binge Drinking,Texas,2022,TX,Hansford,Health Risk Behaviors,5151,POINT (-101.354568947694 36.2774356712956),932
2651,15.0,Binge Drinking,Texas,2022,TX,Houston,Health Risk Behaviors,21950,POINT (-95.423014721368 31.3177915208724),3292
2652,18.0,Binge Drinking,Texas,2022,TX,Winkler,Health Risk Behaviors,7306,POINT (-103.048538040862 31.8500161818711),1329
2653,17.0,Binge Drinking,Texas,2022,TX,Kleberg,Health Risk Behaviors,30362,POINT (-97.7241429287968 27.4313553016512),5252
2654,19.0,Binge Drinking,Texas,2022,TX,Hutchinson,Health Risk Behaviors,20215,POINT (-101.354683598946 35.8400645050996),3759
2655,14.0,Binge Drinking,Texas,2022,TX,Jim Hogg,Health Risk Behaviors,4763,POINT (-98.6972817085145 27.0434461353436),681
2656,15.0,Binge Drinking,Texas,2022,TX,Trinity,Health Risk Behaviors,13996,POINT (-95.1359195310631 31.0883554818794),2127
2657,9.0,Binge Drinking,Utah,2022,UT,Piute,Health Risk Behaviors,1487,POINT (-112.127216144645 38.3366319374569),136
2658,19.0,Binge Drinking,Texas,2022,TX,Randall,Health Risk Behaviors,146140,POINT (-101.897013407164 34.9658168884891),28205
2659,16.0,Binge Drinking,Texas,2022,TX,Shelby,Health Risk Behaviors,24008,POINT (-94.1455239058932 31.792224856062),3721
2660,17.0,Binge Drinking,Texas,2022,TX,Palo Pinto,Health Risk Behaviors,29239,POINT (-98.313009663541 32.7532102254697),4853
2661,19.0,Binge Drinking,Texas,2022,TX,Waller,Health Risk Behaviors,61894,POINT (-95.9873089845741 30.0111246617293),11759
2662,15.0,Binge Drinking,Texas,2022,TX,Hall,Health Risk Behaviors,2810,POINT (-100.68136474111 34.5307336832386),429
2663,18.0,Binge Drinking,Texas,2022,TX,Wilson,Health Risk Behaviors,52735,POINT (-98.0865459472406 29.1739878356162),9545
2664,14.0,Binge Drinking,Utah,2022,UT,Juab,Health Risk Behaviors,12567,POINT (-112.784526719148 39.7025896591621),1746
2665,18.0,Binge Drinking,Texas,2022,TX,Stephens,Health Risk Behaviors,9390,POINT (-98.8363206404331 32.7356283436368),1662
2666,19.0,Binge Drinking,Texas,2022,TX,Somervell,Health Risk Behaviors,9757,POINT (-97.7746942699645 32.2223111775323),1814
2667,20.0,Binge Drinking,Texas,2022,TX,Johnson,Health Risk Behaviors,195506,POINT (-97.3667838831373 32.378886664573),38319
2668,15.0,Binge Drinking,Texas,2022,TX,Stonewall,Health Risk Behaviors,1182,POINT (-100.253840082948 33.1790674385685),179
2669,14.0,Binge Drinking,Texas,2022,TX,Marion,Health Risk Behaviors,9560,POINT (-94.357306201594 32.7981212293791),1367
2670,21.0,Binge Drinking,Texas,2022,TX,Glasscock,Health Risk Behaviors,1164,POINT (-101.520755031505 31.8694279830958),242
2671,12.0,Binge Drinking,Utah,2022,UT,Iron,Health Risk Behaviors,62429,POINT (-113.289705268813 37.8593035507796),7803
2672,16.0,Binge Drinking,Texas,2022,TX,Polk,Health Risk Behaviors,53255,POINT (-94.8297760829209 30.7927542489747),8627
2673,18.0,Binge Drinking,Texas,2022,TX,Ochiltree,Health Risk Behaviors,9606,POINT (-100.815710053188 36.2782929331086),1690
2674,16.0,Binge Drinking,Texas,2022,TX,Kerr,Health Risk Behaviors,53741,POINT (-99.350036097122 30.0614415386798),8383
2675,12.0,Binge Drinking,Utah,2022,UT,San Juan,Health Risk Behaviors,14359,POINT (-109.804477721205 37.6260460339073),1708
2676,17.0,Binge Drinking,Texas,2022,TX,Wharton,Health Risk Behaviors,41824,POINT (-96.222100004124 29.2777863659178),7068
2677,13.0,Binge Drinking,Texas,2022,TX,Kenedy,Health Risk Behaviors,358,POINT (-97.6981206826376 26.9297976203361),47
2678,18.0,Binge Drinking,Texas,2022,TX,Dallas,Health Risk Behaviors,2600840,POINT (-96.7778014946126 32.7665843308618),455147
2679,16.0,Binge Drinking,Texas,2022,TX,Robertson,Health Risk Behaviors,17153,POINT (-96.5126964994334 31.0266481378576),2778
2680,12.0,Binge Drinking,Utah,2022,UT,Emery,Health Risk Behaviors,10099,POINT (-110.700321039407 38.9966080927448),1191
2681,17.0,Binge Drinking,Texas,2022,TX,Hale,Health Risk Behaviors,31827,POINT (-101.826850260532 34.0704618975684),5442
2682,20.0,Binge Drinking,Texas,2022,TX,Erath,Health Risk Behaviors,43895,POINT (-98.2178480863038 32.2362428952584),8822
2683,18.0,Binge Drinking,Texas,2022,TX,Hudspeth,Health Risk Behaviors,3432,POINT (-105.387187001095 31.4564352021249),631
2684,18.0,Binge Drinking,Texas,2022,TX,Scurry,Health Risk Behaviors,16686,POINT (-100.916374490754 32.7461718142865),3003
2685,16.0,Binge Drinking,Texas,2022,TX,Washington,Health Risk Behaviors,36159,POINT (-96.4034875149124 30.2141437176901),5930
2686,19.0,Binge Drinking,Texas,2022,TX,Denton,Health Risk Behaviors,977281,POINT (-97.116782971613 33.2055820365449),181774
2687,17.0,Binge Drinking,Texas,2022,TX,Montague,Health Risk Behaviors,21063,POINT (-97.7244465016151 33.6754382941616),3643
2688,17.0,Binge Drinking,Texas,2022,TX,Donley,Health Risk Behaviors,3339,POINT (-100.814009320183 34.9651749903326),574
2689,17.0,Binge Drinking,Texas,2022,TX,San Patricio,Health Risk Behaviors,69954,POINT (-97.5188987733639 28.0098227496439),12171
2690,19.0,Binge Drinking,Texas,2022,TX,Ector,Health Risk Behaviors,160869,POINT (-102.542980507933 31.8691061601852),30565
2691,19.0,Binge Drinking,Texas,2022,TX,Kaufman,Health Risk Behaviors,172366,POINT (-96.2878987392596 32.5994523477795),33266
2692,19.0,Binge Drinking,Texas,2022,TX,Lubbock,Health Risk Behaviors,317561,POINT (-101.820518052289 33.6101840470101),60654
2693,14.0,Binge Drinking,Texas,2022,TX,Llano,Health Risk Behaviors,22540,POINT (-98.6842723266415 30.7058285509111),3178
2694,15.0,Binge Drinking,Texas,2022,TX,Terrell,Health Risk Behaviors,693,POINT (-102.076351165214 30.2251185411678),106
2695,19.0,Binge Drinking,Texas,2022,TX,Midland,Health Risk Behaviors,171999,POINT (-102.031580366906 31.8691447722439),33023
2696,17.0,Binge Drinking,Texas,2022,TX,San Saba,Health Risk Behaviors,5824,POINT (-98.8176268583521 31.1552372018107),1013
2697,16.0,Binge Drinking,Texas,2022,TX,Wilbarger,Health Risk Behaviors,12491,POINT (-99.2410421710435 34.0808690449227),1961
2698,17.0,Binge Drinking,Texas,2022,TX,Rains,Health Risk Behaviors,12823,POINT (-95.7937641359223 32.8701771320508),2141
2699,20.0,Binge Drinking,Texas,2022,TX,Sterling,Health Risk Behaviors,1417,POINT (-101.050074584309 31.8278191237971),283
2700,18.0,Binge Drinking,Texas,2022,TX,Ward,Health Risk Behaviors,10964,POINT (-103.102512381465 31.5092300643518),1940
2701,15.0,Binge Drinking,Texas,2022,TX,Red River,Health Risk Behaviors,11542,POINT (-95.0501254289068 33.6213184378431),1719
2702,17.0,Binge Drinking,Texas,2022,TX,Navarro,Health Risk Behaviors,54636,POINT (-96.4726518605146 32.0468217387349),9233
2703,13.0,Binge Drinking,Texas,2022,TX,Dimmit,Health Risk Behaviors,8387,POINT (-99.7563877000039 28.4224004357478),1115
2704,13.0,Binge Drinking,Texas,2022,TX,Edwards,Health Risk Behaviors,1422,POINT (-100.304658227238 29.9828253544507),187
2705,18.0,Binge Drinking,Texas,2022,TX,Jefferson,Health Risk Behaviors,250830,POINT (-94.1629669978283 29.8838681845397),45149
2706,16.0,Binge Drinking,Texas,2022,TX,Fisher,Health Risk Behaviors,3622,POINT (-100.402132930717 32.7427738295493),586
2707,18.0,Binge Drinking,Texas,2022,TX,Hemphill,Health Risk Behaviors,3217,POINT (-100.270357671339 35.8376485835775),579
2708,18.0,Binge Drinking,Texas,2022,TX,Roberts,Health Risk Behaviors,803,POINT (-100.813194100652 35.8380987731575),142
2709,15.0,Binge Drinking,Texas,2022,TX,Zapata,Health Risk Behaviors,13849,POINT (-99.1685958221944 27.0007793520196),2021
2710,14.0,Binge Drinking,Utah,2022,UT,Summit,Health Risk Behaviors,43036,POINT (-110.955906614026 40.8681452953151),6240
2711,16.0,Binge Drinking,Texas,2022,TX,Lipscomb,Health Risk Behaviors,2854,POINT (-100.273177516537 36.2777928293222),470
2712,20.0,Binge Drinking,Texas,2022,TX,Gaines,Health Risk Behaviors,22181,POINT (-102.635322018669 32.7406420313499),4325
2713,18.0,Binge Drinking,Texas,2022,TX,Gray,Health Risk Behaviors,21015,POINT (-100.812739155708 35.4008162101796),3698
2714,17.0,Binge Drinking,Texas,2022,TX,Terry,Health Risk Behaviors,11567,POINT (-102.335292303476 33.1739784521268),1966
2715,18.0,Binge Drinking,Texas,2022,TX,Hood,Health Risk Behaviors,66373,POINT (-97.832107492052 32.4300324854854),12079
2716,19.0,Binge Drinking,Texas,2022,TX,Mitchell,Health Risk Behaviors,8943,POINT (-100.92119615452 32.3062215177593),1699
2717,17.0,Binge Drinking,Texas,2022,TX,Milam,Health Risk Behaviors,25628,POINT (-96.9765048988869 30.7863766498583),4305
2718,17.0,Binge Drinking,Texas,2022,TX,Live Oak,Health Risk Behaviors,11428,POINT (-98.1248739225025 28.3514151858659),1908
2719,17.0,Binge Drinking,Texas,2022,TX,Gregg,Health Risk Behaviors,125443,POINT (-94.8172129149567 32.4804256310109),21074
2720,18.0,Binge Drinking,Texas,2022,TX,Reeves,Health Risk Behaviors,12905,POINT (-103.693263385087 31.3228970146081),2374
2721,14.0,Binge Drinking,Texas,2022,TX,Menard,Health Risk Behaviors,1968,POINT (-99.8204913138862 30.8899004486762),273
2722,18.0,Binge Drinking,Texas,2022,TX,Wise,Health Risk Behaviors,74895,POINT (-97.6545497326334 33.2159029941521),13555
2723,11.0,Binge Drinking,Utah,2022,UT,Kane,Health Risk Behaviors,8227,POINT (-111.888566184301 37.2846913760776),921
2724,12.0,Binge Drinking,Texas,2022,TX,Jeff Davis,Health Risk Behaviors,1903,POINT (-104.139649223358 30.7150345029534),232
2725,18.0,Binge Drinking,Texas,2022,TX,La Salle,Health Risk Behaviors,6604,POINT (-99.0991054455239 28.3447439568523),1182
2726,16.0,Binge Drinking,Texas,2022,TX,Eastland,Health Risk Behaviors,17944,POINT (-98.8323287178066 32.3270590922605),2960
2727,16.0,Binge Drinking,Texas,2022,TX,Duval,Health Risk Behaviors,9888,POINT (-98.5089333372538 27.6813479552338),1601
2728,18.0,Binge Drinking,Texas,2022,TX,Hardin,Health Risk Behaviors,57811,POINT (-94.3903008121977 30.3323844074931),10463
2729,18.0,Binge Drinking,Texas,2022,TX,Orange,Health Risk Behaviors,84934,POINT (-93.8937229414499 30.1213657594066),15627
2730,21.0,Binge Drinking,Texas,2022,TX,Garza,Health Risk Behaviors,6262,POINT (-101.298477753686 33.179828329814),1321
2731,18.0,Binge Drinking,Texas,2022,TX,Fannin,Health Risk Behaviors,37125,POINT (-96.1067079891207 33.5939918625656),6793
2732,17.0,Binge Drinking,Texas,2022,TX,Hill,Health Risk Behaviors,37329,POINT (-97.1326290825318 31.9907752386382),6308
2733,16.0,Binge Drinking,Texas,2022,TX,Deaf Smith,Health Risk Behaviors,18377,POINT (-102.605245899508 34.9651051857135),3032
2734,17.0,Binge Drinking,Texas,2022,TX,Upshur,Health Risk Behaviors,42488,POINT (-94.941027062863 32.7365155244404),7222
2735,17.0,Binge Drinking,Texas,2022,TX,Grimes,Health Risk Behaviors,30754,POINT (-95.9857958270948 30.543616879783),5258
2736,17.0,Binge Drinking,Texas,2022,TX,McLennan,Health Risk Behaviors,266836,POINT (-97.2019674339833 31.5524344159356),46162
2737,16.0,Binge Drinking,Texas,2022,TX,Motley,Health Risk Behaviors,1032,POINT (-100.779742210669 34.0740864379362),163
2738,17.0,Binge Drinking,Texas,2022,TX,Runnels,Health Risk Behaviors,9859,POINT (-99.9760823556218 31.8313952476266),1685
2739,18.0,Binge Drinking,Texas,2022,TX,Hunt,Health Risk Behaviors,108282,POINT (-96.0854636520971 33.1236261404321),19490
2740,20.0,Binge Drinking,Texas,2022,TX,Rockwall,Health Risk Behaviors,123208,POINT (-96.407903561199 32.8977739436621),25011
2741,14.0,Binge Drinking,Utah,2022,UT,Davis,Health Risk Behaviors,369948,POINT (-112.111626456113 40.9899407464569),50312
2742,16.0,Binge Drinking,Texas,2022,TX,Schleicher,Health Risk Behaviors,2357,POINT (-100.538360501856 30.8975258274711),377
2743,17.0,Binge Drinking,Texas,2022,TX,Kent,Health Risk Behaviors,740,POINT (-100.778093903515 33.1810413555639),125
2744,12.0,Binge Drinking,Utah,2022,UT,Cache,Health Risk Behaviors,140173,POINT (-111.743483739653 41.7226445365922),17381
2745,16.0,Binge Drinking,Texas,2022,TX,Lamar,Health Risk Behaviors,50484,POINT (-95.5711286178651 33.6669168991242),8228
2746,16.0,Binge Drinking,Texas,2022,TX,Harris,Health Risk Behaviors,4780913,POINT (-95.393015286316 29.8574661549995),774507
2747,19.0,Binge Drinking,Texas,2022,TX,Reagan,Health Risk Behaviors,3135,POINT (-101.523265939639 31.3660704106608),598
2748,16.0,Binge Drinking,Texas,2022,TX,Hidalgo,Health Risk Behaviors,888367,POINT (-98.1813849534075 26.3966846914573),143027
2749,16.0,Binge Drinking,Texas,2022,TX,Upton,Health Risk Behaviors,3152,POINT (-102.042897048526 31.3687459368592),520
2750,16.0,Binge Drinking,Texas,2022,TX,Starr,Health Risk Behaviors,65728,POINT (-98.7382150287698 26.5621954230655),10319
2751,17.0,Binge Drinking,Texas,2022,TX,Moore,Health Risk Behaviors,20996,POINT (-101.893022217269 35.8377251925655),3653
2752,16.0,Binge Drinking,Texas,2022,TX,Knox,Health Risk Behaviors,3273,POINT (-99.7414172511537 33.6061582190802),533
2753,14.0,Binge Drinking,Utah,2022,UT,Beaver,Health Risk Behaviors,7327,POINT (-113.235121957133 38.3569295956319),1011
2754,16.0,Binge Drinking,Texas,2022,TX,Limestone,Health Risk Behaviors,22253,POINT (-96.5807056451504 31.5455242712717),3538
2755,18.0,Binge Drinking,Texas,2022,TX,Galveston,Health Risk Behaviors,357117,POINT (-94.9597574835982 29.3894859342215),63566
2756,16.0,Binge Drinking,Texas,2022,TX,Refugio,Health Risk Behaviors,6632,POINT (-97.1600684538259 28.3260568643539),1034
2757,20.0,Binge Drinking,Texas,2022,TX,Hays,Health Risk Behaviors,269225,POINT (-98.0310940044177 30.0578040288703),54383
2758,19.0,Binge Drinking,Texas,2022,TX,Jack,Health Risk Behaviors,8922,POINT (-98.1724400107934 33.2337317040923),1659
2759,18.0,Binge Drinking,Texas,2022,TX,Frio,Health Risk Behaviors,17815,POINT (-99.1082691100666 28.8676630921064),3188
2760,17.0,Binge Drinking,Texas,2022,TX,Webb,Health Risk Behaviors,267780,POINT (-99.3318735340826 27.7610056449314),46058
2761,15.0,Binge Drinking,Texas,2022,TX,Sutton,Health Risk Behaviors,3217,POINT (-100.538201377694 30.4985662251929),495
2762,20.0,Binge Drinking,Texas,2022,TX,Hartley,Health Risk Behaviors,5208,POINT (-102.602902654175 35.8400876885743),1041
2763,16.0,Binge Drinking,Texas,2022,TX,Lavaca,Health Risk Behaviors,20589,POINT (-96.9301548131153 29.3843959612115),3335
2764,19.0,Binge Drinking,Texas,2022,TX,Walker,Health Risk Behaviors,78870,POINT (-95.5722593937915 30.7386213427697),14827
2765,18.0,Binge Drinking,Texas,2022,TX,Montgomery,Health Risk Behaviors,678490,POINT (-95.5030644811264 30.300104861884),124842
2766,16.0,Binge Drinking,Texas,2022,TX,Leon,Health Risk Behaviors,16209,POINT (-95.996210580884 31.2960691396315),2528
2767,16.0,Binge Drinking,Texas,2022,TX,Jasper,Health Risk Behaviors,32484,POINT (-94.024938176816 30.743798480651),5035
2768,16.0,Binge Drinking,Texas,2022,TX,Nolan,Health Risk Behaviors,14473,POINT (-100.406154240884 32.3035307220411),2315
2769,16.0,Binge Drinking,Texas,2022,TX,Floyd,Health Risk Behaviors,5235,POINT (-101.303178278606 34.0723791085183),821
2770,17.0,Binge Drinking,Texas,2022,TX,Maverick,Health Risk Behaviors,57843,POINT (-100.314712849435 28.7428098080627),9601
2771,16.0,Binge Drinking,Texas,2022,TX,Titus,Health Risk Behaviors,31208,POINT (-94.9657501261374 33.2166629158595),5149
2772,13.0,Binge Drinking,Utah,2022,UT,Duchesne,Health Risk Behaviors,20161,POINT (-110.425966057871 40.298103934115),2540
2773,17.0,Binge Drinking,Texas,2022,TX,Hopkins,Health Risk Behaviors,37804,POINT (-95.5639385423983 33.1495667219792),6540
2774,17.0,Binge Drinking,Texas,2022,TX,Tyler,Health Risk Behaviors,20030,POINT (-94.3765374260976 30.7714339514186),3365
2775,16.0,Binge Drinking,Texas,2022,TX,Crosby,Health Risk Behaviors,4998,POINT (-101.300045578323 33.6145591482594),779
2776,18.0,Binge Drinking,Texas,2022,TX,Dallam,Health Risk Behaviors,7241,POINT (-102.60214211608 36.2778960872511),1339
2777,15.0,Binge Drinking,Texas,2022,TX,Fort Bend,Health Risk Behaviors,889146,POINT (-95.7710151057797 29.527427679919),135150
2778,12.0,Binge Drinking,Utah,2022,UT,Garfield,Health Risk Behaviors,5281,POINT (-111.443307900102 37.854674848731),607
2779,15.0,Binge Drinking,Texas,2022,TX,Mason,Health Risk Behaviors,3982,POINT (-99.2261459590745 30.717708287216),613
2780,16.0,Binge Drinking,Texas,2022,TX,Fayette,Health Risk Behaviors,24913,POINT (-96.919888918161 29.8766808325112),3911
2781,17.0,Binge Drinking,Texas,2022,TX,Kinney,Health Risk Behaviors,3128,POINT (-100.417890745347 29.3502838313614),522
2782,13.0,Binge Drinking,Texas,2022,TX,San Augustine,Health Risk Behaviors,7857,POINT (-94.1681043693853 31.3946415089641),1037
2783,17.0,Binge Drinking,Texas,2022,TX,Dawson,Health Risk Behaviors,12130,POINT (-101.947700451381 32.7425570373523),2086
2784,16.0,Binge Drinking,Texas,2022,TX,Lynn,Health Risk Behaviors,5724,POINT (-101.816284702965 33.1766927653914),938
2785,12.0,Binge Drinking,Utah,2022,UT,Box Elder,Health Risk Behaviors,61498,POINT (-113.082107285331 41.5209589223232),7687
2786,15.0,Binge Drinking,Texas,2022,TX,Falls,Health Risk Behaviors,17049,POINT (-96.9360031831906 31.2533225342958),2625
2787,12.0,Binge Drinking,Utah,2022,UT,Sanpete,Health Risk Behaviors,29724,POINT (-111.576241103098 39.3739330940003),3685
2788,16.0,Binge Drinking,Texas,2022,TX,Lamb,Health Risk Behaviors,12724,POINT (-102.351704737313 34.0686552915887),2086
2789,16.0,Binge Drinking,Texas,2022,TX,Uvalde,Health Risk Behaviors,24940,POINT (-99.7622517109272 29.3573842987662),4115
2790,11.0,Binge Drinking,Utah,2022,UT,Daggett,Health Risk Behaviors,1014,POINT (-109.50763685378 40.8872477333969),114
2791,16.0,Binge Drinking,Texas,2022,TX,Morris,Health Risk Behaviors,12083,POINT (-94.7328145015315 33.1134773073817),1897
2792,16.0,Binge Drinking,Texas,2022,TX,Freestone,Health Risk Behaviors,19950,POINT (-96.1492579054963 31.7049953247855),3291
2793,17.0,Binge Drinking,Texas,2022,TX,Delta,Health Risk Behaviors,5406,POINT (-95.672735117149 33.3864460647308),940
2794,16.0,Binge Drinking,Texas,2022,TX,Goliad,Health Risk Behaviors,7131,POINT (-97.4261528642449 28.6572997486097),1148
2795,18.0,Binge Drinking,Texas,2022,TX,Yoakum,Health Risk Behaviors,7451,POINT (-102.827847615749 33.1729636761702),1333
2796,18.0,Binge Drinking,Texas,2022,TX,Hockley,Health Risk Behaviors,21161,POINT (-102.343246080123 33.6077107803393),3724
2797,22.0,Binge Drinking,Texas,2022,TX,Travis,Health Risk Behaviors,1326436,POINT (-97.7818425836313 30.3346898284573),294468
2798,16.0,Binge Drinking,Texas,2022,TX,Mills,Health Risk Behaviors,4500,POINT (-98.5954945893768 31.4950789816718),720
2799,18.0,Binge Drinking,Texas,2022,TX,Pecos,Health Risk Behaviors,14735,POINT (-102.723568115206 30.7808656738658),2622
2800,19.0,Binge Drinking,Texas,2022,TX,Howard,Health Risk Behaviors,33672,POINT (-101.435539631592 32.3062566921311),6364
2801,11.0,Binge Drinking,Utah,2022,UT,Carbon,Health Risk Behaviors,20571,POINT (-110.589301278449 39.6480541147278),2283
2802,16.0,Binge Drinking,Texas,2022,TX,Hardeman,Health Risk Behaviors,3516,POINT (-99.7457296802433 34.2902903445807),580
2803,17.0,Binge Drinking,Texas,2022,TX,Van Zandt,Health Risk Behaviors,62859,POINT (-95.8365866293044 32.5635031932869),10811
2804,17.0,Binge Drinking,Texas,2022,TX,Tarrant,Health Risk Behaviors,2154595,POINT (-97.2911054620017 32.7719331621137),366281
2805,19.0,Binge Drinking,Texas,2022,TX,Williamson,Health Risk Behaviors,671418,POINT (-97.6002801376072 30.6477494421496),128240
2806,18.0,Binge Drinking,Texas,2022,TX,Franklin,Health Risk Behaviors,10618,POINT (-95.218562136449 33.1757036707702),1921
2807,13.0,Binge Drinking,West Virginia,2022,WV,Roane,Health Risk Behaviors,13834,POINT (-81.3481814780551 38.713994096242),1839
2808,18.0,Binge Drinking,Virginia,2022,VA,York,Health Risk Behaviors,71341,POINT (-76.561805950188 37.2423810650831),12556
2809,16.0,Binge Drinking,Virginia,2022,VA,Chesapeake,Health Risk Behaviors,252488,POINT (-76.3021998784009 36.6777699805544),41660
2810,17.0,Binge Drinking,Virginia,2022,VA,Washington,Health Risk Behaviors,53958,POINT (-81.9597971939558 36.7245529476643),9064
2811,17.0,Binge Drinking,Virginia,2022,VA,Dinwiddie,Health Risk Behaviors,28161,POINT (-77.632395682468 37.0759742695385),4674
2812,18.0,Binge Drinking,Virginia,2022,VA,Prince George,Health Risk Behaviors,43134,POINT (-77.2246950092364 37.1866269731616),7677
2813,15.0,Binge Drinking,Washington,2022,WA,Snohomish,Health Risk Behaviors,840079,POINT (-121.697355744443 48.047577980212),125171
2814,18.0,Binge Drinking,Virginia,2022,VA,Caroline,Health Risk Behaviors,31957,POINT (-77.347634407104 38.0269626787619),5592
2815,13.0,Binge Drinking,West Virginia,2022,WV,Calhoun,Health Risk Behaviors,6068,POINT (-81.1171562125043 38.8442506055535),770
2816,15.0,Binge Drinking,Washington,2022,WA,Adams,Health Risk Behaviors,20961,POINT (-118.560587784171 46.9835433918881),3207
2817,15.0,Binge Drinking,Virginia,2022,VA,Smyth,Health Risk Behaviors,29449,POINT (-81.5375981611673 36.8438123739006),4505
2818,17.0,Binge Drinking,Virginia,2022,VA,Albemarle,Health Risk Behaviors,114534,POINT (-78.5566750076527 38.02329488935),19699
2819,14.0,Binge Drinking,Virginia,2022,VA,Charles City,Health Risk Behaviors,6605,POINT (-77.0615761262745 37.3563750255045),937
2820,14.0,Binge Drinking,West Virginia,2022,WV,Upshur,Health Risk Behaviors,23712,POINT (-80.2337280101355 38.8975319884368),3248
2821,17.0,Binge Drinking,Virginia,2022,VA,Craig,Health Risk Behaviors,4847,POINT (-80.2111274289422 37.4821282924121),823
2822,17.0,Binge Drinking,Virginia,2022,VA,Chesterfield,Health Risk Behaviors,378408,POINT (-77.5871385753694 37.3786618867892),63194
2823,14.0,Binge Drinking,Virginia,2022,VA,Surry,Health Risk Behaviors,6527,POINT (-76.9003293423803 37.1097289429147),939
2824,16.0,Binge Drinking,Virginia,2022,VA,Cumberland,Health Risk Behaviors,9746,POINT (-78.2450753193575 37.5116593284539),1520
2825,15.0,Binge Drinking,Virginia,2022,VA,Brunswick,Health Risk Behaviors,15921,POINT (-77.8589942173027 36.7646201397098),2340
2826,16.0,Binge Drinking,Virginia,2022,VA,Patrick,Health Risk Behaviors,17643,POINT (-80.2846884935107 36.6784090926801),2734
2827,18.0,Binge Drinking,Virginia,2022,VA,Alexandria,Health Risk Behaviors,155525,POINT (-77.0855959007251 38.8183235184618),28150
2828,17.0,Binge Drinking,Washington,2022,WA,Asotin,Health Risk Behaviors,22508,POINT (-117.202739194993 46.1918585516547),3781
2829,16.0,Binge Drinking,Virginia,2022,VA,Sussex,Health Risk Behaviors,10680,POINT (-77.2619862677843 36.9217516130991),1751
2830,16.0,Binge Drinking,Virginia,2022,VA,Buckingham,Health Risk Behaviors,16982,POINT (-78.5283152919207 37.5719688623927),2734
2831,13.0,Binge Drinking,Virginia,2022,VA,Northumberland,Health Risk Behaviors,12302,POINT (-76.4193330048764 37.8873987938371),1636
2832,17.0,Binge Drinking,Virginia,2022,VA,Fairfax,Health Risk Behaviors,24835,POINT (-77.2993263151397 38.8527530811512),4246
2833,17.0,Binge Drinking,Washington,2022,WA,Spokane,Health Risk Behaviors,549690,POINT (-117.404063103244 47.6206587768365),95646
2834,16.0,Binge Drinking,West Virginia,2022,WV,Wood,Health Risk Behaviors,83340,POINT (-81.5149955199239 39.2111889760022),13251
2835,14.0,Binge Drinking,West Virginia,2022,WV,Lincoln,Health Risk Behaviors,19901,POINT (-82.0709294651021 38.1746145924151),2706
2836,14.0,Binge Drinking,Virginia,2022,VA,Henry,Health Risk Behaviors,49906,POINT (-79.8743114368532 36.682806807111),6986
2837,17.0,Binge Drinking,Washington,2022,WA,Mason,Health Risk Behaviors,68166,POINT (-123.192028806629 47.3481789974584),11792
